# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/home/irenest/irene/Candida_susanne/gff/GCF_000182965.3_ASM18296v3_genomic.gff" "-o" "/home/irenest/irene/RNAseq_c_albicans/candida_RNAseq_CDS_counts.txt" "-t" "CDS" "-g" "ID" "-p" "-T" "8" "align/Y10_S10_PEAligned.out.bam" "align/Y10_S10_PEAligned.out.sorted.bam" "align/Y11_S11_PEAligned.out.bam" "align/Y11_S11_PEAligned.out.sorted.bam" "align/Y12_S12_PEAligned.out.bam" "align/Y12_S12_PEAligned.out.sorted.bam" "align/Y1_S1_PEAligned.out.bam" "align/Y1_S1_PEAligned.out.sorted.bam" "align/Y2_S2_PEAligned.out.bam" "align/Y2_S2_PEAligned.out.sorted.bam" "align/Y3_S3_PEAligned.out.bam" "align/Y3_S3_PEAligned.out.sorted.bam" "align/Y4_S4_PEAligned.out.bam" "align/Y4_S4_PEAligned.out.sorted.bam" "align/Y5_S5_PEAligned.out.bam" "align/Y5_S5_PEAligned.out.sorted.bam" "align/Y6_S6_PEAligned.out.bam" "align/Y6_S6_PEAligned.out.sorted.bam" "align/Y7_S7_PEAligned.out.bam" "align/Y7_S7_PEAligned.out.sorted.bam" "align/Y8_S8_PEAligned.out.bam" "align/Y8_S8_PEAligned.out.sorted.bam" "align/Y9_S9_PEAligned.out.bam" "align/Y9_S9_PEAligned.out.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	align/Y10_S10_PEAligned.out.bam	align/Y10_S10_PEAligned.out.sorted.bam	align/Y11_S11_PEAligned.out.bam	align/Y11_S11_PEAligned.out.sorted.bam	align/Y12_S12_PEAligned.out.bam	align/Y12_S12_PEAligned.out.sorted.bam	align/Y1_S1_PEAligned.out.bam	align/Y1_S1_PEAligned.out.sorted.bam	align/Y2_S2_PEAligned.out.bam	align/Y2_S2_PEAligned.out.sorted.bam	align/Y3_S3_PEAligned.out.bam	align/Y3_S3_PEAligned.out.sorted.bam	align/Y4_S4_PEAligned.out.bam	align/Y4_S4_PEAligned.out.sorted.bam	align/Y5_S5_PEAligned.out.bam	align/Y5_S5_PEAligned.out.sorted.bam	align/Y6_S6_PEAligned.out.bam	align/Y6_S6_PEAligned.out.sorted.bam	align/Y7_S7_PEAligned.out.bam	align/Y7_S7_PEAligned.out.sorted.bam	align/Y8_S8_PEAligned.out.bam	align/Y8_S8_PEAligned.out.sorted.bam	align/Y9_S9_PEAligned.out.bam	align/Y9_S9_PEAligned.out.sorted.bam
cds-XP_718496.2	NC_032089.1	1204128	1204523	-	396	361	361	393	393	265	265	630	630	526	526	393	393	529	529	780	780	345	345	263	263	212	212	291	291
cds-XP_718495.2	NC_032089.1	1206048	1207700	-	1653	1404	1404	1344	1344	1332	1332	3028	3028	2239	2239	1833	1833	1837	1837	2004	2004	1668	1668	1474	1474	1120	1120	1342	1342
cds-XP_718494.1	NC_032089.1	1208498	1210402	+	1905	4233	4233	4752	4752	4543	4543	6285	6285	5111	5111	4755	4755	4046	4046	4711	4711	4281	4281	4470	4470	3635	3635	4244	4244
cds-XP_019330655.1	NC_032089.1	1210686	1210895	+	210	835	835	783	783	934	934	1281	1281	1034	1034	1106	1106	928	928	879	879	834	834	910	910	555	555	928	928
cds-XP_718493.1	NC_032089.1	1211015	1211707	-	693	515	515	462	462	540	540	629	629	496	496	467	467	401	401	470	470	511	511	486	486	418	418	528	528
cds-XP_718492.1	NC_032089.1	1211852	1212328	+	477	1485	1485	1477	1477	1784	1784	2862	2862	1917	1917	1715	1715	1422	1422	1676	1676	1574	1574	1790	1790	1401	1401	1597	1597
cds-XP_718490.1	NC_032089.1	1212362	1213378	-	1017	240	240	309	309	299	299	311	311	222	222	163	163	183	183	179	179	155	155	333	333	204	204	252	252
cds-XP_718489.1	NC_032089.1	1213935	1214855	+	921	23	23	25	25	19	19	35	35	18	18	25	25	34	34	23	23	8	8	30	30	41	41	25	25
cds-XP_718488.2	NC_032089.1	1215414	1216451	+	1038	429	429	471	471	472	472	680	680	573	573	487	487	421	421	531	531	460	460	431	431	340	340	447	447
cds-XP_718487.2	NC_032089.1	1216759	1217970	+	1212	2373	2373	2566	2566	2923	2923	3401	3401	2945	2945	2291	2291	1961	1961	2716	2716	2415	2415	2220	2220	1930	1930	2320	2320
cds-XP_718485.1	NC_032089.1	1218269	1219270	+	1002	250	250	269	269	200	200	358	358	283	283	354	354	302	302	335	335	246	246	240	240	205	205	243	243
cds-XP_718484.2	NC_032089.1	1219787	1220767	+	981	51	51	34	34	37	37	438	438	318	318	443	443	338	338	373	373	411	411	48	48	68	68	37	37
cds-XP_718483.1	NC_032089.1	1221543	1222529	+	987	1067	1067	1251	1251	1297	1297	2090	2090	1566	1566	1791	1791	1309	1309	1616	1616	1645	1645	1065	1065	917	917	1149	1149
cds-XP_718482.2	NC_032089.1	1223689	1224744	+	1056	58	58	43	43	13	13	61	61	50	50	61	61	74	74	67	67	66	66	30	30	51	51	24	24
cds-XP_718481.2	NC_032089.1	1226686	1229604	+	2919	3404	3404	3677	3677	2912	2912	4432	4432	3640	3640	3551	3551	2989	2989	3702	3702	3421	3421	3156	3156	2554	2554	2951	2951
cds-XP_718480.2	NC_032089.1	1231376	1232920	+	1545	1102	1102	1200	1200	1288	1288	1074	1074	828	828	999	999	732	732	856	856	962	962	1198	1198	1068	1068	1201	1201
cds-XP_718479.2	NC_032089.1	1236305	1238380	+	2076	89	89	98	98	61	61	385	385	287	287	262	262	262	262	300	300	190	190	91	91	111	111	80	80
cds-XP_718477.2	NC_032089.1	1238529	1241924	-	3396	1256	1256	1283	1283	961	961	2711	2711	2054	2054	1852	1852	1668	1668	2107	2107	1673	1673	1127	1127	1092	1092	995	995
cds-XP_718476.1	NC_032089.1	1244647	1247667	+	3021	6437	6437	7095	7095	6318	6318	12549	12549	10127	10127	10348	10348	8849	8849	10647	10647	8700	8700	6906	6906	6225	6225	6054	6054
cds-XP_718474.1	NC_032089.1	1248213	1249460	-	1248	1606	1606	1693	1693	1490	1490	3632	3632	2861	2861	2794	2794	2099	2099	2763	2763	1958	1958	2026	2026	1810	1810	1969	1969
cds-XP_718473.2	NC_032089.1	1251550	1252941	+	1392	1182	1182	1310	1310	1087	1087	3875	3875	3594	3594	3828	3828	2644	2644	3015	3015	2063	2063	2426	2426	1671	1671	1993	1993
cds-XP_718472.1	NC_032089.1	1254843	1256615	+	1773	54	54	83	83	39	39	57	57	49	49	44	44	73	73	124	124	75	75	60	60	65	65	72	72
cds-XP_718470.1	NC_032089.1	1257107	1259197	+	2091	1463	1463	1745	1745	1508	1508	2110	2110	1672	1672	1538	1538	1367	1367	1582	1582	1470	1470	1414	1414	1336	1336	1361	1361
cds-XP_718469.1	NC_032089.1	1259288	1260358	-	1071	439	439	412	412	422	422	1274	1274	978	978	859	859	859	859	942	942	856	856	416	416	397	397	363	363
cds-XP_718468.2	NC_032089.1	1261683	1263329	+	1647	93	93	125	125	36	36	80	80	78	78	79	79	84	84	94	94	81	81	58	58	77	77	71	71
cds-XP_718467.1	NC_032089.1	1263838	1264770	+	933	1383	1383	1366	1366	1392	1392	2177	2177	1745	1745	1450	1450	1622	1622	1618	1618	1107	1107	1541	1541	1388	1388	1565	1565
cds-XP_718466.2	NC_032089.1	1265500	1267533	+	2034	1943	1943	2160	2160	1977	1977	2363	2363	1904	1904	1874	1874	1585	1585	1888	1888	1710	1710	2318	2318	2135	2135	2075	2075
cds-XP_718465.1	NC_032089.1	1267647	1268351	-	705	318	318	290	290	255	255	290	290	239	239	207	207	247	247	292	292	237	237	262	262	286	286	265	265
cds-XP_718464.2	NC_032089.1	1268617	1271166	+	2550	1042	1042	1004	1004	1081	1081	1309	1309	960	960	846	846	755	755	949	949	754	754	1054	1054	1118	1118	1066	1066
cds-XP_019330656.1	NC_032089.1;NC_032089.1	1271299;1271632	1271526;1271640	-;-	237	4842	4842	4740	4740	5333	5333	7324	7324	5982	5982	5925	5925	5076	5076	6129	6129	4993	4993	5727	5727	3818	3818	5456	5456
cds-XP_718462.2	NC_032089.1	1272151	1272585	-	435	2720	2720	3067	3067	2989	2989	5013	5013	3654	3654	3464	3464	3009	3009	3668	3668	3042	3042	2955	2955	2699	2699	2840	2840
cds-XP_718461.1	NC_032089.1	1272827	1273369	+	543	2573	2573	2721	2721	3104	3104	4760	4760	3048	3048	3243	3243	2523	2523	3110	3110	3047	3047	2992	2992	2424	2424	2797	2797
cds-XP_718460.1	NC_032089.1	1273457	1274497	-	1041	1571	1571	1687	1687	1528	1528	2282	2282	1581	1581	1517	1517	1277	1277	1713	1713	1521	1521	1732	1732	1801	1801	1542	1542
cds-XP_718459.2	NC_032089.1	1274861	1277509	-	2649	4276	4276	4941	4941	3888	3888	5519	5519	4847	4847	4012	4012	3980	3980	4933	4933	3709	3709	4302	4302	3564	3564	3625	3625
cds-XP_718458.1	NC_032089.1	1278575	1280680	-	2106	47700	47700	52492	52492	50555	50555	70914	70914	56056	56056	54487	54487	50468	50468	55393	55393	49234	49234	51688	51688	45469	45469	48785	48785
cds-XP_718457.1	NC_032089.1	1281140	1282936	-	1797	2196	2196	2240	2240	2188	2188	2683	2683	2182	2182	2173	2173	1849	1849	2151	2151	2028	2028	2140	2140	2074	2074	2159	2159
cds-XP_718456.1	NC_032089.1	1283082	1283711	-	630	123	123	161	161	88	88	118	118	115	115	117	117	100	100	111	111	102	102	101	101	116	116	108	108
cds-XP_019330657.1	NC_032089.1;NC_032089.1	1284280;1284382	1284362;1285402	-;-	1104	2274	2274	2595	2595	2134	2134	3443	3443	2745	2745	2894	2894	2311	2311	3137	3137	3049	3049	2201	2201	2028	2028	2044	2044
cds-XP_718453.2	NC_032089.1	1288905	1289630	+	726	22	22	10	10	12	12	7	7	4	4	6	6	27	27	12	12	10	10	7	7	7	7	19	19
cds-XP_718452.1	NC_032089.1	1289661	1291016	+	1356	35	35	28	28	19	19	26	26	30	30	19	19	20	20	43	43	18	18	37	37	25	25	21	21
cds-XP_710010.2	NC_032089.1	1292811	1293806	+	996	347	347	399	399	319	319	163	163	224	224	283	283	184	184	225	225	233	233	290	290	356	356	305	305
cds-XP_710009.2	NC_032089.1	1293014	1293619	-	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cds-XP_710103.2	NC_032089.1	1294855	1296609	+	1755	1707	1707	1728	1728	1723	1723	2557	2557	1923	1923	1569	1569	1347	1347	1820	1820	1657	1657	1910	1910	1649	1649	1731	1731
cds-XP_710879.1	NC_032089.1	1297212	1298261	+	1050	371	371	382	382	450	450	765	765	556	556	444	444	425	425	413	413	414	414	506	506	568	568	458	458
cds-XP_710878.2	NC_032089.1	1298404	1299762	-	1359	48	48	45	45	18	18	34	34	26	26	18	18	20	20	34	34	9	9	31	31	57	57	49	49
cds-XP_710877.2	NC_032089.1	1300699	1302570	-	1872	1563	1563	1704	1704	1332	1332	1364	1364	1321	1321	1399	1399	1200	1200	1587	1587	1201	1201	1568	1568	1424	1424	1334	1334
cds-XP_710876.2	NC_032089.1	1306250	1308475	+	2226	575	575	557	557	608	608	700	700	618	618	450	450	440	440	594	594	430	430	505	505	483	483	470	470
cds-XP_710875.2	NC_032089.1	1309503	1310432	+	930	36	36	38	38	23	23	33	33	32	32	16	16	23	23	14	14	9	9	38	38	23	23	32	32
cds-XP_710874.1	NC_032089.1	1310816	1313557	+	2742	2006	2006	2188	2188	1897	1897	2449	2449	2015	2015	1591	1591	1759	1759	2135	2135	1612	1612	1925	1925	1706	1706	1773	1773
cds-XP_710873.2	NC_032089.1	1314438	1316969	-	2532	176	176	191	191	94	94	378	378	253	253	405	405	294	294	334	334	422	422	156	156	146	146	148	148
cds-XP_710279.2	NC_032089.1	1337607	1340003	+	2397	2524	2524	2668	2668	1954	1954	2268	2268	2122	2122	1542	1542	1766	1766	2420	2420	1420	1420	2198	2198	1892	1892	1743	1743
cds-XP_718864.2	NC_032089.1	1344841	1348191	+	3351	234	234	325	325	205	205	185	185	140	140	159	159	178	178	243	243	197	197	259	259	249	249	254	254
cds-XP_718863.1	NC_032089.1	1350783	1353404	+	2622	3205	3205	3568	3568	2467	2467	2232	2232	1756	1756	1472	1472	1353	1353	1831	1831	1456	1456	2885	2885	2564	2564	2311	2311
cds-XP_718862.1	NC_032089.1	1353982	1355679	+	1698	1184	1184	1140	1140	1158	1158	1413	1413	1042	1042	1022	1022	835	835	1043	1043	1022	1022	1092	1092	1093	1093	1111	1111
cds-XP_718861.1	NC_032089.1	1356733	1357260	-	528	13	13	13	13	13	13	15	15	14	14	15	15	17	17	12	12	8	8	18	18	25	25	24	24
cds-XP_718860.1	NC_032089.1	1359377	1359700	-	324	329	329	356	356	355	355	628	628	451	451	340	340	317	317	423	423	391	391	365	365	315	315	334	334
cds-XP_718859.2	NC_032089.1	1359948	1360724	+	777	297	297	285	285	377	377	607	607	394	394	374	374	280	280	325	325	367	367	327	327	436	436	375	375
cds-XP_718858.2	NC_032089.1	1361000	1363132	-	2133	3485	3485	4221	4221	4283	4283	5949	5949	4535	4535	3763	3763	3554	3554	4178	4178	3596	3596	3473	3473	3390	3390	3669	3669
cds-XP_718856.2	NC_032089.1	1364407	1366992	+	2586	913	913	1091	1091	846	846	1199	1199	1005	1005	1009	1009	805	805	1011	1011	864	864	952	952	1018	1018	874	874
cds-XP_718855.2	NC_032089.1	1367104	1369278	-	2175	1385	1385	1522	1522	1429	1429	2079	2079	1719	1719	1780	1780	1346	1346	1522	1522	1473	1473	1401	1401	1242	1242	1326	1326
cds-XP_718854.2	NC_032089.1	1370780	1372147	-	1368	25	25	38	38	11	11	31	31	10	10	4	4	34	34	33	33	20	20	31	31	31	31	21	21
cds-XP_718853.2	NC_032089.1	1372798	1375413	-	2616	2746	2746	2985	2985	3059	3059	5058	5058	3403	3403	2768	2768	3005	3005	3217	3217	2684	2684	2788	2788	3031	3031	2691	2691
cds-XP_019330658.1	NC_032089.1;NC_032089.1	1375843;1376662	1376231;1376671	-;-	399	34170	34170	37676	37676	47157	47157	76678	76678	59476	59476	51655	51655	42389	42389	57501	57501	40729	40729	41198	41198	32562	32562	40305	40305
cds-XP_718852.1	NC_032089.1	1377036	1377428	-	393	40525	40525	43443	43443	51223	51223	92923	92923	69386	69386	59765	59765	49058	49058	64168	64168	54799	54799	48506	48506	28520	28520	49595	49595
cds-XP_019330659.1	NC_032089.1;NC_032089.1	1377812;1378049	1377817;1378198	+;+	156	14575	14575	14325	14325	19376	19376	41184	41184	24952	24952	20790	20790	18259	18259	22176	22176	19051	19051	16972	16972	12422	12422	16977	16977
cds-XP_019330660.1	NC_032089.1;NC_032089.1	1378615;1379200	1379118;1379223	-;-	528	3137	3137	3267	3267	3750	3750	6188	6188	4033	4033	2806	2806	3166	3166	4163	4163	3026	3026	3393	3393	3082	3082	3133	3133
cds-XP_718851.1	NC_032089.1	1380391	1381107	+	717	1065	1065	1205	1205	1043	1043	1964	1964	1508	1508	1261	1261	1227	1227	1597	1597	1208	1208	1188	1188	912	912	992	992
cds-XP_718850.1	NC_032089.1	1381134	1382531	-	1398	2506	2506	2436	2436	2756	2756	4137	4137	2963	2963	2600	2600	2313	2313	2709	2709	2175	2175	2858	2858	1854	1854	2683	2683
cds-XP_718848.2	NC_032089.1	1382826	1389647	-	6822	3671	3671	4413	4413	3841	3841	4342	4342	3198	3198	3211	3211	2624	2624	2932	2932	3230	3230	4210	4210	3569	3569	3995	3995
cds-XP_718847.2	NC_032089.1	1390212	1394330	-	4119	8999	8999	10535	10535	10789	10789	16394	16394	12770	12770	9988	9988	9699	9699	11187	11187	10196	10196	8744	8744	8447	8447	9004	9004
cds-XP_718846.2	NC_032089.1	1395028	1396152	-	1125	1559	1559	1727	1727	1687	1687	2546	2546	1800	1800	1691	1691	1419	1419	1753	1753	1466	1466	1810	1810	1492	1492	1671	1671
cds-XP_718845.2	NC_032089.1	1398176	1404556	+	6381	27938	27938	31867	31867	30384	30384	53714	53714	45380	45380	40376	40376	39181	39181	43770	43770	37694	37694	27785	27785	22220	22220	27307	27307
cds-XP_718843.2	NC_032089.1	1404816	1406129	+	1314	1255	1255	1233	1233	1299	1299	1336	1336	1022	1022	1037	1037	755	755	998	998	995	995	1151	1151	970	970	1147	1147
cds-XP_718842.1	NC_032089.1	1407257	1408294	+	1038	339	339	466	466	433	433	1041	1041	698	698	497	497	591	591	708	708	508	508	341	341	305	305	323	323
cds-XP_718841.2	NC_032089.1	1408972	1409409	+	438	72887	72887	80160	80160	89185	89185	150224	150224	111614	111614	91742	91742	88295	88295	104553	104553	81510	81510	86816	86816	65102	65102	84287	84287
cds-XP_718840.2	NC_032089.1	1409768	1410970	-	1203	4750	4750	5264	5264	5496	5496	8507	8507	6522	6522	5529	5529	4551	4551	5649	5649	5681	5681	4460	4460	3831	3831	4521	4521
cds-XP_718839.1	NC_032089.1	1411658	1412701	+	1044	14296	14296	15331	15331	16927	16927	17444	17444	16556	16556	15918	15918	11859	11859	15804	15804	15592	15592	15350	15350	10173	10173	14980	14980
cds-XP_718838.2	NC_032089.1	1413016	1415442	-	2427	166	166	158	158	145	145	283	283	263	263	692	692	219	219	280	280	677	677	162	162	136	136	130	130
cds-XP_718837.1	NC_032089.1	1417195	1417896	-	702	44	44	33	33	32	32	37	37	43	43	24	24	25	25	17	17	22	22	35	35	40	40	37	37
cds-XP_718836.2	NC_032089.1	1418523	1421138	+	2616	4147	4147	4511	4511	4982	4982	3621	3621	5159	5159	3768	3768	3788	3788	4511	4511	3870	3870	4034	4034	3961	3961	4272	4272
cds-XP_019330661.1	NC_032089.1	1421365	1421508	-	144	796	796	826	826	708	708	1190	1190	978	978	1075	1075	1097	1097	1039	1039	896	896	846	846	716	716	821	821
cds-XP_718835.1	NC_032089.1	1421838	1422404	+	567	971	971	948	948	1059	1059	2255	2255	1574	1574	1838	1838	1045	1045	1659	1659	1691	1691	952	952	911	911	1009	1009
cds-XP_718834.1	NC_032089.1	1422905	1424605	+	1701	2043	2043	2157	2157	2440	2440	3670	3670	2752	2752	2586	2586	2133	2133	2576	2576	2693	2693	2273	2273	1790	1790	2235	2235
cds-XP_718833.2	NC_032089.1	1425323	1427644	+	2322	2771	2771	3010	3010	2904	2904	3874	3874	2930	2930	2762	2762	2225	2225	2947	2947	2873	2873	2823	2823	2032	2032	2673	2673
cds-XP_718832.2	NC_032089.1	1427895	1430957	+	3063	1898	1898	2212	2212	1768	1768	1903	1903	1630	1630	1369	1369	1375	1375	1723	1723	1323	1323	2038	2038	1666	1666	1868	1868
cds-XP_718831.2	NC_032089.1	1431951	1432876	+	926	3926	3926	4591	4591	4258	4258	3355	3355	3036	3036	2873	2873	2655	2655	3126	3126	2811	2811	3595	3595	3027	3027	3718	3718
cds-XP_718829.2	NC_032089.1	1433430	1435013	+	1584	4786	4786	5545	5545	4873	4873	4263	4263	3707	3707	3650	3650	3478	3478	4347	4347	3604	3604	5118	5118	4481	4481	4662	4662
cds-XP_718828.1	NC_032089.1	1435371	1436402	+	1032	1127	1127	1210	1210	1179	1179	1552	1552	1167	1167	1295	1295	850	850	1127	1127	1239	1239	1212	1212	876	876	1008	1008
cds-XP_718827.2	NC_032089.1	1436436	1437638	-	1203	1278	1278	1468	1468	1502	1502	1771	1771	1335	1335	1148	1148	980	980	1254	1254	1112	1112	1345	1345	1113	1113	1240	1240
cds-XP_718826.2	NC_032089.1	1440080	1440790	+	711	2926	2926	3027	3027	3197	3197	4582	4582	3479	3479	2866	2866	2620	2620	2990	2990	2810	2810	3194	3194	2337	2337	2750	2750
cds-XP_718825.1	NC_032089.1	1441424	1442053	-	630	1947	1947	2025	2025	2801	2801	4185	4185	2950	2950	2393	2393	2197	2197	2287	2287	2002	2002	1892	1892	1881	1881	2056	2056
cds-XP_718824.2	NC_032089.1	1442282	1442668	+	387	392	392	430	430	414	414	569	569	446	446	380	380	367	367	515	515	366	366	409	409	234	234	361	361
cds-XP_718822.2	NC_032089.1	1444436	1445959	+	1524	2871	2871	3060	3060	3583	3583	5656	5656	4658	4658	4204	4204	3611	3611	4002	4002	3782	3782	3138	3138	2724	2724	3328	3328
cds-XP_718821.2	NC_032089.1	1447122	1449623	+	2502	3555	3555	3846	3846	3927	3927	4944	4944	4076	4076	4065	4065	2878	2878	3637	3637	4095	4095	3601	3601	3048	3048	3780	3780
cds-XP_718820.1	NC_032089.1	1449873	1450304	-	432	3040	3040	3226	3226	3042	3042	4031	4031	3787	3787	4053	4053	3117	3117	3852	3852	3362	3362	3287	3287	2207	2207	2910	2910
cds-XP_718819.2	NC_032089.1	1450584	1451759	+	1176	2145	2145	2488	2488	2343	2343	3203	3203	2320	2320	1761	1761	1935	1935	2224	2224	1857	1857	2271	2271	2347	2347	2363	2363
cds-XP_718818.1	NC_032089.1	1453350	1454807	+	1458	4474	4474	5392	5392	2352	2352	1968	1968	3322	3322	3430	3430	3104	3104	5408	5408	2873	2873	4454	4454	2604	2604	3216	3216
cds-XP_718816.1	NC_032089.1	1455538	1456530	+	993	4394	4394	4570	4570	4888	4888	3062	3062	3477	3477	3216	3216	2820	2820	4055	4055	2824	2824	4327	4327	3588	3588	4243	4243
cds-XP_019330662.1	NC_032089.1	1457212	1457505	-	294	461	461	480	480	598	598	945	945	744	744	915	915	578	578	688	688	1015	1015	502	502	372	372	523	523
cds-XP_718814.2	NC_032089.1	1459268	1461322	+	2055	2864	2864	3001	3001	3101	3101	4310	4310	3589	3589	3710	3710	2315	2315	3375	3375	3645	3645	2630	2630	2453	2453	2648	2648
cds-XP_718813.1	NC_032089.1	1462710	1464203	+	1494	52	52	57	57	46	46	43	43	44	44	35	35	58	58	63	63	45	45	74	74	37	37	60	60
cds-XP_019330663.1	NC_032089.1	1464434	1464637	-	204	0	0	19	19	2	2	483	483	385	385	216	216	258	258	410	410	194	194	18	18	17	17	22	22
cds-XP_019330664.1	NC_032089.1;NC_032089.1;NC_032089.1;NC_032089.1	1465177;1465340;1465511;1468179	1465260;1465427;1468118;1468227	-;-;-;-	2829	133	133	161	161	95	95	186	186	169	169	63	63	160	160	153	153	114	114	136	136	94	94	95	95
cds-XP_019330665.1	NC_032089.1;NC_032089.1	1468465;1469239	1468796;1469275	-;-	369	25281	25281	32025	32025	9232	9232	4870	4870	10982	10982	18406	18406	14674	14674	31109	31109	6187	6187	29336	29336	11439	11439	13803	13803
cds-XP_019330666.1	NC_032089.1;NC_032089.1;NC_032089.1	1469637;1470055;1470194	1469965;1470115;1470274	-;-;-	471	3378	3378	4061	4061	3361	3361	6466	6466	4943	4943	4198	4198	3536	3536	5439	5439	3869	3869	3645	3645	2562	2562	3375	3375
cds-XP_718809.2	NC_032089.1	1470485	1473181	-	2697	3021	3021	3266	3266	3772	3772	5969	5969	4433	4433	3889	3889	3284	3284	3709	3709	3447	3447	3227	3227	2895	2895	3209	3209
cds-XP_718808.2	NC_032089.1	1473495	1474850	-	1356	1082	1082	1200	1200	1228	1228	2227	2227	2178	2178	1525	1525	1182	1182	1475	1475	1276	1276	1605	1605	1001	1001	1477	1477
cds-XP_718807.2	NC_032089.1	1475649	1479446	+	3798	10008	10008	12005	12005	6257	6257	8910	8910	9730	9730	9522	9522	8697	8697	13060	13060	8014	8014	9424	9424	5571	5571	7675	7675
cds-XP_718804.2	NC_032089.1	1479745	1482981	-	3237	2188	2188	2379	2379	2109	2109	1932	1932	1956	1956	1378	1378	1314	1314	1682	1682	1956	1956	2231	2231	1779	1779	2047	2047
cds-XP_718803.1	NC_032089.1	1484762	1485664	+	903	13503	13503	13867	13867	16153	16153	25064	25064	18201	18201	15190	15190	13583	13583	16095	16095	14037	14037	14638	14638	10478	10478	14656	14656
cds-XP_718801.2	NC_032089.1	1485816	1487471	-	1656	2004	2004	2082	2082	2031	2031	1723	1723	1778	1778	2025	2025	1331	1331	1911	1911	1909	1909	1942	1942	1405	1405	1806	1806
cds-XP_718799.2	NC_032089.1	1487707	1489140	-	1434	840	840	858	858	984	984	1417	1417	1076	1076	907	907	976	976	1123	1123	755	755	864	864	628	628	882	882
cds-XP_718798.2	NC_032089.1	1490452	1492731	+	2280	4085	4085	4101	4101	4949	4949	7225	7225	5403	5403	5300	5300	4224	4224	4776	4776	4840	4840	3772	3772	3097	3097	4155	4155
cds-XP_718795.1	NC_032089.1	1493064	1494020	+	957	342	342	380	380	146	146	147	147	192	192	120	120	161	161	187	187	176	176	254	254	154	154	198	198
cds-XP_718793.1	NC_032089.1	1494130	1497066	-	2937	4721	4721	5001	5001	4613	4613	5489	5489	4477	4477	4206	4206	3612	3612	4619	4619	3948	3948	4606	4606	3556	3556	4418	4418
cds-XP_718792.2	NC_032089.1	1497905	1498981	-	1077	9524	9524	10161	10161	3930	3930	813	813	1793	1793	2698	2698	2990	2990	5324	5324	1186	1186	9415	9415	4799	4799	6240	6240
cds-XP_718791.1	NC_032089.1	1502167	1503120	-	954	95	95	71	71	36	36	34	34	29	29	23	23	33	33	51	51	23	23	69	69	56	56	57	57
cds-XP_718790.1	NC_032089.1	1504795	1506954	-	2160	1621	1621	1727	1727	1885	1885	1823	1823	1432	1432	1358	1358	1100	1100	1139	1139	1249	1249	1655	1655	1500	1500	1699	1699
cds-XP_019330667.1	NC_032089.1;NC_032089.1	1507743;1508256	1508048;1508261	-;-	312	519	519	552	552	592	592	1105	1105	808	808	765	765	690	690	764	764	664	664	615	615	436	436	601	601
cds-XP_718788.1	NC_032089.1	1509898	1511547	-	1650	14100	14100	15384	15384	11572	11572	9233	9233	12299	12299	13859	13859	10582	10582	14859	14859	11753	11753	13923	13923	10146	10146	12114	12114
cds-XP_718787.1	NC_032089.1	1513268	1513834	+	567	231	231	217	217	180	180	165	165	185	185	184	184	150	150	178	178	211	211	227	227	134	134	176	176
cds-XP_718786.1	NC_032089.1	1514079	1516313	-	2235	3707	3707	4110	4110	3211	3211	4036	4036	3610	3610	3110	3110	3161	3161	3726	3726	2747	2747	3344	3344	3246	3246	3132	3132
cds-XP_718785.2	NC_032089.1	1516783	1517724	-	942	333	333	416	416	342	342	652	652	492	492	427	427	361	361	413	413	467	467	367	367	332	332	362	362
cds-XP_718784.2	NC_032089.1	1518188	1521970	+	3783	5415	5415	6286	6286	6150	6150	8689	8689	7413	7413	5834	5834	5455	5455	6362	6362	5535	5535	4771	4771	5343	5343	5521	5521
cds-XP_713900.1	NC_032089.1	1526934	1528757	+	1824	36599	36599	39241	39241	35095	35095	46515	46515	43719	43719	39029	39029	41094	41094	45570	45570	33960	33960	35783	35783	22650	22650	33208	33208
cds-XP_713899.2	NC_032089.1	1528942	1530747	-	1806	1749	1749	1992	1992	1605	1605	2279	2279	2274	2274	2097	2097	1935	1935	2012	2012	1690	1690	1459	1459	1503	1503	1552	1552
cds-XP_713895.1	NC_032089.1	1531432	1534566	-	3135	10085	10085	11499	11499	12221	12221	17588	17588	13844	13844	11835	11835	10616	10616	12051	12051	11014	11014	10574	10574	8992	8992	11187	11187
cds-XP_019330668.1	NC_032089.1	1534761	1535003	+	243	329	329	406	406	341	341	381	381	380	380	331	331	339	339	419	419	310	310	332	332	252	252	330	330
cds-XP_019330669.1	NC_032089.1	1535148	1535354	-	207	80	80	130	130	105	105	103	103	96	96	449	449	62	62	128	128	509	509	94	94	63	63	110	110
cds-XP_713894.1	NC_032089.1	1536685	1538385	-	1701	1436	1436	1539	1539	1049	1049	1099	1099	1347	1347	1792	1792	1369	1369	1629	1629	1734	1734	1398	1398	964	964	1109	1109
cds-XP_713893.1	NC_032089.1	1540676	1541422	+	747	1961	1961	1985	1985	2158	2158	4100	4100	3033	3033	3067	3067	2108	2108	3006	3006	3375	3375	2182	2182	1500	1500	1945	1945
