From	Entry	Gene Names (primary)
XP_710316.2	A0A1D8PT10	
XP_710315.1	Q59KQ3	
XP_711985.1	Q59QN5	
XP_019331089.1	A0A1D8PSW9	
XP_711986.1	Q59QN4	
XP_711987.2	A0A1D8PSY2	
XP_711994.2	A0A1D8PSW7	
XP_711995.2	A0A1D8PSW4	
XP_711981.2	A0A1D8PSX3	
XP_711980.2	A0A1D8PSY0	
XP_710193.2	A0A1D8PSW5	
XP_710191.1	Q59KC4	
XP_711090.2	A0A1D8PSW2	
XP_711091.2	A0A1D8PSW6	
XP_711092.2	A0A1D8PSX4	
XP_711093.2	A0A1D8PSU7	
XP_711095.1	Q59N02	
XP_711096.1	Q59N01	
XP_711100.2	A0A1D8PSU9	
XP_711101.1	Q59MZ6	
XP_019331085.1	A0A1D8PSU1	
XP_711103.2	A0A1D8PST6	
XP_710255.2	A0A1D8PSU5	
XP_710256.1	A0A1D8PST1	
XP_019331083.1	A0A1D8PST9	
XP_717416.2	A0A1D8PST5	
XP_717414.2	A0A1D8PSS6	
XP_717412.1	Q5A6K5	
XP_717404.2	A0A1D8PSR6	
XP_717403.1	Q5A6L4	
XP_717400.1	Q5A6L7	
XP_717399.2	A0A1D8PSS1	
XP_717393.2	A0A1D8PSR5	
XP_019331080.1	A0A1D8PSR4	
XP_717392.2	A0A1D8PSQ6	
XP_717390.1	Q5A6M7	
XP_717387.2	A0A1D8PSR0	
XP_717383.1	A0A1D8PSQ8	
XP_717382.1	Q5A6N5	
XP_717381.1	A0A1D8PSR2	
XP_717378.2	A0A1D8PSQ9	
XP_717374.2	A0A1D8PSP6	
XP_717373.1	Q5A6P5	
XP_717364.2	A0A1D8PSN8	
XP_717362.2	A0A1D8PSP9	
XP_717361.1	Q5A6Q6	
XP_717359.2	A0A1D8PSP4	
XP_717357.2	A0A1D8PSP5	
XP_019331078.1	A0A1D8PSM8	
XP_717343.2	A0A1D8PSM2	
XP_717340.1	Q5A6S7	
XP_717337.2	A0A1D8PSL8	
XP_715135.1	Q5A030	
XP_715134.2	A0A1D8PSL1	
XP_715132.1	A0A1D8PSL4	
XP_715152.1	Q5A012	
XP_715149.1	Q5A015	
XP_715148.1	Q5A016	
XP_715146.2	A0A1D8PSK8	
XP_715145.2	A0A1D8PSJ5	
XP_715144.2	A0A1D8PSI7	
XP_715142.2	A0A1D8PSI9	
XP_715141.2	A0A1D8PSJ0	
XP_715138.1	Q5A026	
XP_715155.2	A0A1D8PSJ4	
XP_715158.1	Q5A006	
XP_715159.2	A0A1D8PSI5	
XP_715162.1	Q5A001	
XP_715176.1	Q59ZY8	
XP_715174.2	A0A1D8PSH8	
XP_715171.2	A0A1D8PSI3	
XP_715170.1	Q59ZZ4	
XP_715167.2	A0A1D8PSG3	
XP_715166.1	Q59ZZ8	
XP_715164.2	A0A1D8PSG8	
XP_713209.2	A0A1D8PSG1	
XP_713211.1	A0A1D8PSF9	
XP_713214.1	Q59UI3	
XP_713215.2	A0A1D8PSG5	
XP_713219.1	Q59UH8	
XP_713224.2	A0A1D8PSF1	
XP_713225.2	A0A1D8PSH0	
XP_019331071.1	A0A1D8PSG9	
XP_713227.2	A0A1D8PSF7	
XP_019331070.1	A0A1D8PSD7	
XP_713231.1	Q59UG6	
XP_713232.2	A0A1D8PSD9	
XP_713237.2	A0A1D8PSF2	
XP_713239.2	A0A1D8PSF4	
XP_713241.1	Q59UF6	
XP_713245.2	A0A1D8PSD3	
XP_713247.1	A0A1D8PSE0	
XP_713248.2	A0A1D8PSE8	
XP_713251.1	Q59UE6	
XP_715794.1	Q5A1X9	
XP_715793.1	A0A1D8PSD5	
XP_715788.2	A0A1D8PSC6	
XP_715784.1	Q5A1Y9	
XP_715782.1	Q5A1Z2	
XP_715781.2	A0A1D8PSB8	
XP_715777.1	Q5A1Z7	
XP_715769.2	A0A1D8PSB1	
XP_715767.1	Q5A207	
XP_715766.2	A0A1D8PSA4	
XP_715760.1	Q5A214	
XP_715759.2	A0A1D8PSA3	
XP_715757.1	Q5A217	
XP_715753.2	A0A1D8PS93	
XP_715752.1	Q5A222	
XP_715751.1	A0A1D8PS91	
XP_715749.2	A0A1D8PS92	
XP_710701.1	Q59LU6	
XP_710705.2	A0A1D8PS88	
XP_710710.2	A0A1D8PS81	
XP_710712.1	Q59LT6	
XP_713409.1	Q59V20	
XP_713410.2	A0A1D8PS78	
XP_713411.2	A0A1D8PS77	
XP_713413.2	A0A1D8PS68	
XP_713415.2	A0A1D8PS69	
XP_713417.2	A0A1D8PS72	
XP_713418.2	A0A1D8PS74	
XP_019331064.1	A0A1D8PS70	
XP_713425.2	A0A1D8PS60	
XP_713430.1	A0A1D8PS62	
XP_713431.2	A0A1D8PS66	
XP_718277.1	Q5A954	
XP_019331061.1	A0A1D8PS57	
XP_718272.2	A0A1D8PS44	
XP_718269.1	Q5A962	
XP_718259.2	A0A1D8PS34	
XP_718248.2	A0A1D8PS32	
XP_718247.2	A0A1D8PS29	
XP_718245.2	A0A1D8PS25	
XP_718241.2	A0A1D8PS23	
XP_718240.2	A0A1D8PS22	
XP_718232.2	A0A1D8PS24	
XP_718231.1	Q5A9A1	
XP_718225.2	A0A1D8PS17	
XP_718220.2	A0A1D8PS08	
XP_718215.2	A0A1D8PS06	
XP_718212.1	Q5A9C1	
XP_718210.1	Q5A9C3	
XP_718209.2	A0A1D8PS00	
XP_718207.1	Q5A9C6	
XP_718205.2	A0A1D8PS07	
XP_019331057.1	A0A1D8PRY9	
XP_019331056.1	A0A1D8PRY8	
XP_718196.1	Q5A9D7	
XP_718195.1	Q5A9D8	
XP_718190.2	A0A1D8PRY6	
XP_718188.1	A0A1D8PRY0	
XP_718186.1	Q5A9E7	
XP_718185.1	Q5A9E8	
XP_717913.2	A0A1D8PRZ2	
XP_019331054.1	A0A1D8PRX9	
XP_717919.2	A0A1D8PRX1	
XP_717920.1	Q5A899	
XP_717923.1	Q5A896	
XP_717928.1	Q5A892	
XP_717932.1	Q5A887	
XP_717936.2	A0A1D8PRW2	
XP_717938.1	Q5A881	
XP_717939.1	Q5A880	
XP_717944.1	Q5A875	
XP_019331051.1	A0A1D8PRT3	
XP_019331050.1	A0A1D8PRT6	
XP_717956.1	Q5A862	
XP_717961.1	Q5A856	
XP_717962.1	Q5A857	
XP_019331049.1	A0A1D8PRS9	
XP_717965.1	Q5A853	
XP_717974.1	Q5A844	
XP_717973.1	Q5A845	
XP_717975.1	Q5A843	
XP_717976.2	A0A1D8PRS1	
XP_718618.1	A0A1D8PRS2	
XP_718621.1	A0A1D8PRS3	
XP_718622.1	A0A1D8PRU0	
XP_718631.2	A0A1D8PRQ5	
XP_718635.1	A0A1D8PRR4	
XP_718639.1	A0A1D8PRR6	
XP_718642.1	A0A1D8PRP6	
XP_718644.2	A0A1D8PRQ0	
XP_718645.1	A0A1D8PRP4	
XP_019331048.1	A0A1D8PRQ4	
XP_718647.1	A0A1D8PRS0	
XP_718652.1	A0A1D8PRP2	
XP_718654.1	A0A1D8PRP1	
XP_718656.1	A0A1D8PRN2	
XP_019331047.1	A0A1D8PRP7	
XP_718659.1	A0A1D8PRQ2	
XP_718661.1	A0A1D8PRN1	
XP_718663.1	A0A1D8PRM9	
XP_718664.1	A0A1D8PRM8	
XP_718668.1	A0A1D8PRM4	
XP_718669.1	A0A1D8PRP5	
XP_718676.1	A0A1D8PRN5	
XP_718679.1	A0A1D8PRL8	
XP_718684.1	A0A1D8PRN0	
XP_718687.1	A0A1D8PRL3	
XP_718694.1	A0A1D8PRM6	
XP_718696.1	A0A1D8PRM2	
XP_718699.2	A0A1D8PRL7	
XP_019331044.1	A0A1D8PRL1	
XP_715181.1	A0A1D8PRK0	
XP_715182.1	A0A1D8PRK5	
XP_715189.1	A0A1D8PRK7	
XP_019331043.1	A0A1D8PRL2	
XP_715198.1	A0A1D8PRJ8	
XP_715201.1	A0A1D8PRJ1	
XP_019331042.1	A0A1D8PRJ7	
XP_715207.1	A0A1D8PRJ3	
XP_715208.1	A0A1D8PRI9	
XP_715209.1	A0A1D8PRI6	
XP_715212.1	A0A1D8PRH9	
XP_715215.1	A0A1D8PRJ0	
XP_715216.1	A0A1D8PRJ4	
XP_715219.1	A0A1D8PRI8	
XP_715222.1	A0A1D8PRI3	
XP_715230.1	A0A1D8PRH7	
XP_715231.1	A0A1D8PRG9	
XP_715232.1	A0A1D8PRI7	
XP_715233.1	A0A1D8PRG6	
XP_715241.1	A0A1D8PRG7	
XP_715242.1	A0A1D8PRH4	
XP_715244.1	A0A1D8PRH0	
XP_715245.1	A0A1D8PRF4	
XP_715246.1	A0A1D8PRG1	
XP_715247.1	A0A1D8PRF3	
XP_715248.1	A0A1D8PRF8	
XP_715250.1	A0A1D8PRG8	
XP_715252.1	A0A1D8PRG2	
XP_710530.1	A0A1D8PRF6	
XP_710532.1	A0A1D8PRF1	
XP_710536.1	A0A1D8PRD8	
XP_712155.2	A0A1D8PRF9	
XP_712153.1	Q59R20	
XP_712151.1	Q59R21	
XP_712150.1	Q59R23	
XP_712147.1	Q59R26	
XP_712144.1	Q59R29	
XP_712143.1	Q59R30	
XP_712141.1	Q59R32	
XP_712140.1	A0A1D8PRE1	
XP_712159.1	Q59R13	
XP_712157.2	A0A1D8PRB9	
XP_711669.2	A0A1D8PRE6	
XP_711670.1	Q59PP1	
XP_711674.2	A0A1D8PRC7	
XP_711675.2	A0A1D8PRD5	
XP_019331039.1	A0A1D8PRB8	
XP_711678.2	A0A1D8PRB4	
XP_711680.2	A0A1D8PRB0	
XP_711684.2	A0A1D8PRB5	
XP_716948.2	A0A1D8PRB2	
XP_716951.2	A0A1D8PRA6	
XP_716952.1	Q5A5F3	
XP_716954.2	A0A1D8PR97	
XP_716955.1	Q5A5F0	
XP_716957.2	A0A1D8PRA4	
XP_716959.2	A0A1D8PRA8	
XP_716962.2	A0A1D8PR90	
XP_716963.2	A0A1D8PRA2	
XP_716964.2	A0A1D8PR91	
XP_716978.1	G1UB68	
XP_716979.1	G1UB62	
XP_716980.1	G1UAZ9	
XP_716983.2	A0A1D8PRA1	
XP_716987.2	A0A1D8PR82	
XP_716990.1	Q5A5B2	
XP_716991.2	A0A1D8PR62	
XP_716999.2	A0A1D8PR68	
XP_717006.2	A0A1D8PR80	
XP_710746.1	Q59LZ8	
XP_710747.1	Q59LZ7	
XP_710750.1	Q59LZ4	
XP_710114.2	A0A1D8PR55	
XP_710115.2	A0A1D8PR73	
XP_721296.2	A0A1D8PR61	
XP_721298.1	Q5AH78	
XP_721299.1	Q5AH77	
XP_721300.1	Q5AH76	
XP_721301.1	A0A1D8PR48	
XP_721304.1	Q5AH72	
XP_019331035.1	A0A1D8PR41	
XP_721306.2	A0A1D8PR52	
XP_721307.1	A0A1D8PR36	
XP_721308.2	A0A1D8PR40	
XP_721310.2	A0A1D8PR32	
XP_721315.1	Q5AH63	
XP_721316.2	A0A1D8PR33	
XP_721317.2	A0A1D8PR47	
XP_721321.2	A0A1D8PR34	
XP_721323.1	Q5AH55	
XP_721325.1	Q5AH54	
XP_721328.1	Q5AH51	
XP_721329.1	A0A1D8PR37	
XP_721332.2	A0A1D8PR30	
XP_721333.2	A0A1D8PR16	
XP_721336.1	Q5AH41	
XP_721337.2	A0A1D8PR19	
XP_721339.1	A0A1D8PR14	
XP_721340.1	A0A1D8PR28	
XP_721341.1	Q5AH35	
XP_721344.2	A0A1D8PR21	
XP_019331034.1	A0A1D8PR11	
XP_721346.2	A0A1D8PR13	
XP_721347.1	Q5AH29	
XP_721356.1	Q5AH20	
XP_721358.2	A0A1D8PQZ7	
XP_721360.2	A0A1D8PQZ8	
XP_721363.1	Q5AH13	
XP_721366.1	Q5AH10	
XP_721368.2	A0A1D8PQZ4	
XP_721370.1	Q5AH06	
XP_721387.1	Q5AGY7	
XP_721388.1	Q5AGY6	
XP_721389.2	A0A1D8PQW4	
XP_721390.1	Q5AGY4	
XP_721391.2	A0A1D8PQX5	
XP_721392.2	A0A1D8PQY1	
XP_721393.1	Q5AGY1	
XP_721394.1	Q5AGY0	
XP_019331030.1	A0A1D8PQW6	
XP_019331029.1	A0A1D8PQV7	
XP_721401.1	Q5AGX4	
XP_721405.1	Q5AGW9	
XP_721414.1	Q5AGW0	
XP_721415.1	Q5AGV9	
XP_721416.1	Q5AGV8	
XP_721421.1	Q5AGV3	
XP_721422.1	Q5AGV2	
XP_712492.2	A0A1D8PQT8	
XP_712491.1	A0A1D8PQW2	
XP_712490.1	A0A1D8PQU1	
XP_712488.1	A0A1D8PQU2	
XP_712487.1	A0A1D8PQT7	
XP_712484.1	A0A1D8PQT6	
XP_712480.1	A0A1D8PQV5	
XP_712479.1	Q59S45	
XP_712477.1	A0A1D8PQT1	
XP_712475.1	A0A1D8PQS2	
XP_712473.1	A0A1D8PQS6	
XP_712471.1	A0A1D8PQS5	
XP_019331026.1	A0A1D8PQU3	
XP_712470.2	A0A1D8PQS1	
XP_712469.2	A0A1D8PQS8	
XP_720299.2	A0A1D8PQR9	
XP_019331025.1	A0A1D8PQS3	
XP_720301.1	A0A1D8PQR3	
XP_720303.1	A0A1D8PQR8	
XP_720304.1	A0A1D8PQR6	
XP_720305.1	A0A1D8PQQ7	
XP_720306.1	A0A1D8PQR2	
XP_720307.2	A0A1D8PQS7	
XP_720308.2	A0A1D8PQR4	
XP_720316.1	A0A1D8PQP9	
XP_720317.1	A0A1D8PQR7	
XP_720321.2	A0A1D8PQQ2	
XP_720325.1	A0A1D8PQP0	
XP_720326.2	A0A1D8PQQ6	
XP_720327.2	A0A1D8PQN6	
XP_720329.1	A0A1D8PQP1	
XP_720334.1	A0A1D8PQP8	
XP_720335.1	A0A1D8PQQ4	
XP_720336.1	A0A1D8PQN5	
XP_720343.1	A0A1D8PQN9	
XP_019331020.1	A0A1D8PQM7	
XP_720350.1	A0A1D8PQM8	
XP_720351.1	A0A1D8PQL9	
XP_720352.1	A0A1D8PQM0	
XP_720353.1	A0A1D8PQM3	
XP_720362.1	A0A1D8PQL2	
XP_720361.1	A0A1D8PQL1	
XP_720365.1	A0A1D8PQL6	
XP_720366.1	A0A1D8PQK3	
XP_720368.1	A0A1D8PQM2	
XP_720369.1	A0A1D8PQL7	
XP_720370.1	A0A1D8PQK0	
XP_720373.1	A0A1D8PQK1	
XP_720376.1	A0A1D8PQJ8	
XP_720377.1	A0A1D8PQJ7	
XP_720379.1	A0A1D8PQL4	
XP_720382.1	A0A1D8PQJ0	
XP_720383.1	A0A1D8PQJ9	
XP_720387.1	A0A1D8PQJ3	
XP_720388.1	A0A1D8PQJ1	
XP_720389.1	A0A1D8PQI8	
XP_720391.1	A0A1D8PQK4	
XP_720393.1	A0A1D8PQI5	
XP_720392.2	A0A1D8PQI3	
XP_720394.1	A0A1D8PQJ2	
XP_720395.1	A0A1D8PQI2	
XP_720399.1	A0A1D8PQI4	
XP_720400.1	A0A1D8PQI0	
XP_720401.1	A0A1D8PQJ6	
XP_720406.1	A0A1D8PQH1	
XP_720411.1	A0A1D8PQH3	
XP_720413.1	A0A1D8PQH8	
XP_720415.2	A0A1D8PQG9	
XP_712436.1	Q59RF7	
XP_712425.2	A0A1D8PQF9	
XP_712424.1	Q59RH2	
XP_712418.2	A0A1D8PQF7	
XP_712412.2	A0A1D8PQF2	
XP_712407.1	Q59RI7	
XP_712406.2	A0A1D8PQF4	
XP_712403.2	A0A1D8PQE7	
XP_712404.2	A0A1D8PQE9	
XP_712400.2	A0A1D8PQE6	
XP_712399.2	A0A1D8PQE3	
XP_712398.1	Q59RJ5	
XP_712108.2	A0A1D8PQF0	
XP_712105.2	A0A1D8PQE0	
XP_712103.1	Q59QW9	
XP_712100.2	A0A1D8PQD3	
XP_712099.2	A0A1D8PQC8	
XP_712098.1	A0A1D8PQD4	
XP_712096.2	A0A1D8PQD9	
XP_019331016.1	A0A1D8PQD5	
XP_712095.2	A0A1D8PQD1	
XP_712093.2	A0A1D8PQC9	
XP_712088.2	A0A1D8PQC7	
XP_710221.2	A0A1D8PQC4	
XP_019331015.1	A0A1D8PQC3	
XP_710423.2	A0A1D8PQC6	
XP_710427.2	A0A1D8PQB7	
XP_710561.2	A0A1D8PQC0	
XP_019331014.1	A0A1D8PQC2	
XP_710565.1	Q59LF8	
XP_710567.1	A0A1D8PQB0	
XP_710569.2	A0A1D8PQB1	
XP_710014.2	A0A1D8PQA8	
XP_718108.2	A0A1D8PQB4	
XP_718102.2	A0A1D8PQA3	
XP_718098.1	Q5A8I5	
XP_718093.1	Q5A8J1	
XP_718090.2	A0A1D8PQ93	
XP_718088.2	A0A1D8PQ90	
XP_718084.2	A0A1D8PQ87	
XP_718083.2	A0A1D8PQ89	
XP_718066.2	A0A1D8PQ77	
XP_718065.2	A0A1D8PQ79	
XP_718062.2	A0A1D8PQ71	
XP_718060.2	A0A1D8PQ76	
XP_718058.2	A0A1D8PQ72	
XP_710070.2	Q5A8M9	
XP_710069.2	A0A1D8PQ64	
XP_718050.2	A0A1D8PQ60	
XP_718049.2	A0A1D8PQ58	
XP_718045.1	Q5A8P6	
XP_719191.2	A0A1D8PQ65	
XP_019331012.1	A0A1D8PQ62	
XP_719187.1	A0A1D8PQ55	
XP_719186.2	A0A1D8PQ50	
XP_719185.2	A0A1D8PQ48	
XP_719181.2	A0A1D8PQ52	
XP_719180.2	A0A1D8PQ54	
XP_719179.2	A0A1D8PQ49	
XP_719178.2	A0A1D8PQ45	
XP_719177.2	A0A1D8PQ51	
XP_719176.1	A0A1D8PQ47	
XP_719174.2	A0A1D8PQ43	
XP_719172.1	Q5ABT9	
XP_719170.1	Q5ABU1	
XP_719169.2	A0A1D8PQ44	
XP_719166.2	A0A1D8PQ35	
XP_719162.1	A0A1D8PQ32	
XP_019331011.1	A0A1D8PQ38	
XP_719154.2	A0A1D8PQ23	
XP_719151.1	A0A1D8PQ29	
XP_719149.2	A0A1D8PQ21	
XP_719148.2	A0A1D8PQ27	
XP_719141.2	A0A1D8PQ24	
XP_719140.2	A0A1D8PQ16	
XP_719139.2	A0A1D8PQ17	
XP_719137.2	A0A1D8PQ11	
XP_719136.2	A0A1D8PQ13	
XP_719135.1	A0A1D8PQ15	
XP_719134.2	A0A1D8PQ12	
XP_019331010.1	A0A1D8PQ22	
XP_719128.2	A0A1D8PQ09	
XP_719126.2	A0A1D8PQ03	
XP_719118.2	A0A1D8PQ01	
XP_719116.2	A0A1D8PPZ9	
XP_719115.2	A0A1D8PQ00	
XP_719112.1	A0A1D8PPY7	
XP_719110.1	A0A1D8PPZ0	
XP_719106.2	A0A1D8PPZ6	
XP_719104.1	A0A1D8PPY6	
XP_719102.2	A0A1D8PPZ2	
XP_719100.2	A0A1D8PPY3	
XP_719099.2	A0A1D8PPX9	
XP_719098.2	A0A1D8PPZ5	
XP_719097.2	A0A1D8PPY0	
XP_719096.2	A0A1D8PPY1	
XP_719092.2	A0A1D8PPY5	
XP_719090.2	A0A1D8PPX6	
XP_719089.1	A0A1D8PPX1	
XP_719088.1	A0A1D8PPX5	
XP_719087.1	Q5AC28	
XP_719083.1	A0A1D8PPX4	
XP_719082.1	Q5AC33	
XP_719081.2	A0A1D8PPX2	
XP_719080.1	Q5AC35	
XP_719079.2	A0A1D8PPW3	
XP_719075.2	A0A1D8PPV9	
XP_712522.1	Q59S57	
XP_712521.2	A0A1D8PPW7	
XP_712519.2	A0A1D8PPW1	
XP_712514.2	A0A1D8PPV6	
XP_712512.2	A0A1D8PPU7	
XP_712511.1	A0A1D8PPV4	
XP_712510.2	A0A1D8PPU8	
XP_712509.2	A0A1D8PPV3	
XP_712506.1	Q59S74	
XP_712503.1	Q59S77	
XP_712501.2	A0A1D8PPT9	
XP_712500.2	A0A1D8PPU4	
XP_712499.1	Q59S81	
XP_712498.1	A0A1D8PPU3	
XP_712496.1	A0A1D8PPU9	
XP_712493.2	A0A1D8PPS8	
XP_710837.1	A0A1D8PPT1	
XP_443846.2	A0A1D8PPS6	
XP_710846.2	Q59M69	
XP_710847.2	A0A1D8PPS0	
XP_713821.1	A0A1D8PPR6	
XP_713820.1	Q59W37	
XP_713819.1	A0A1D8PPS7	
XP_019331005.1	A0A1D8PPT4	
XP_713817.2	A0A1D8PPQ9	
XP_716704.1	Q5A4P8	
XP_716705.1	Q5A4P7	
XP_716709.2	A0A1D8PPR9	
XP_716714.2	A0A1D8PPP8	
XP_716716.1	Q5A4N6	
XP_716720.1	A0A1D8PPQ5	
XP_716732.2	A0A1D8PPP6	
XP_716735.1	Q5A4L3	
XP_716737.1	Q5A4L1	
XP_716738.2	A0A1D8PPN3	
XP_716739.1	Q5A4K9	
XP_716742.2	A0A1D8PPP1	
XP_716743.1	Q5A4K5	
XP_716744.2	A0A1D8PPM2	
XP_716745.2	A0A1D8PPM1	
XP_716746.2	A0A1D8PPL7	
XP_716749.1	Q5A4J9	
XP_716751.1	Q5A4J7	
XP_716753.1	Q5A4J5	
XP_716755.2	A0A1D8PPL3	
XP_716756.2	A0A1D8PPK7	
XP_019330997.1	A0A1D8PPL4	
XP_019330996.1	A0A1D8PPK8	
XP_714343.1	A0A1D8PPL6	
XP_714338.2	A0A1D8PPJ2	
XP_019330995.1	A0A1D8PPK2	
XP_714337.1	A0A1D8PPJ4	
XP_714326.1	A0A1D8PPJ9	
XP_714325.2	A0A1D8PPI7	
XP_019330994.1	A0A1D8PPJ8	
XP_714321.2	A0A1D8PPJ5	
XP_714317.1	Q59WU2	
XP_714316.2	A0A1D8PPJ3	
XP_714309.2	A0A1D8PPI4	
XP_714304.1	Q59WV7	
XP_714303.1	Q59WV8	
XP_714302.1	Q59WV9	
XP_714300.1	Q59WW1	
XP_714299.2	A0A1D8PPH7	
XP_711316.1	A0A1D8PPF8	
XP_711317.2	A0A1D8PPG3	
XP_019330992.1	A0A1D8PPF7	
XP_711327.1	A0A1D8PPF4	
XP_711330.2	A0A1D8PPE9	
XP_711331.2	A0A1D8PPG0	
XP_711332.2	A0A1D8PPG1	
XP_019330991.1	A0A1D8PPF1	
XP_019330989.1	A0A1D8PPG2	
XP_711246.2	A0A1D8PPE3	
XP_711247.2	A0A1D8PPD9	
XP_711255.2	A0A1D8PPE5	
XP_711256.1	Q59NG6	
XP_711259.1	Q59NG3	
XP_711261.2	A0A1D8PPC6	
XP_711262.2	A0A1D8PPD3	
XP_712321.1	Q59RK0	
XP_712319.1	A0A1D8PPC2	
XP_712318.1	Q59RK3	
XP_712317.1	Q59RK4	
XP_712315.1	A0A1D8PPE1	
XP_712309.2	A0A1D8PPB6	
XP_712307.1	A0A1D8PPB4	
XP_712304.2	A0A1D8PPD0	
XP_712303.2	A0A1D8PPB7	
XP_712301.1	A0A1D8PPA2	
XP_712300.1	A0A1D8PPA3	
XP_712299.2	A0A1D8PPA6	
XP_712298.1	A0A1D8PPA8	
XP_712296.1	A0A1D8PPA7	
XP_710490.2	A0A1D8PP95	
XP_019330984.1	A0A1D8PP97	
XP_710497.1	A0A1D8PP93	
XP_710500.1	A0A1D8PPA1	
XP_721963.2	A0A1D8PP91	
XP_721954.1	Q5AJX5	
XP_721951.1	Q5AJX7	
XP_721939.1	Q5AJY9	
XP_721938.2	A0A1D8PP73	
XP_721937.2	A0A1D8PP79	
XP_721929.1	Q5AK00	
XP_721926.1	Q5AK02	
XP_721925.1	Q5AK03	
XP_721922.2	A0A1D8PP72	
XP_721921.2	A0A1D8PP60	
XP_721919.1	Q5AK09	
XP_721915.2	A0A1D8PP54	
XP_721914.2	A0A1D8PP61	
XP_721913.1	Q5AK15	
XP_721907.2	A0A1D8PP47	
XP_721906.1	A0A1D8PP49	
XP_721902.1	Q5AK26	
XP_721900.1	Q5AK28	
XP_721899.2	A0A1D8PP40	
XP_721898.1	Q5AK30	
XP_721896.2	A0A1D8PP37	
XP_721893.2	A0A1D8PP38	
XP_721892.2	A0A1D8PP33	
XP_721891.2	A0A1D8PP39	
XP_721889.2	A0A1D8PP41	
XP_721887.1	Q5AK42	
XP_721886.1	Q5AK43	
XP_721885.2	A0A1D8PP27	
XP_721882.2	A0A1D8PP28	
XP_019330982.1	A0A1D8PP29	
XP_721880.1	Q5AK49	
XP_721879.2	A0A1D8PP30	
XP_721874.2	A0A1D8PP17	
XP_721872.1	Q5AK57	
XP_721866.2	A0A1D8PP19	
XP_019330981.1	A0A1D8PP23	
XP_721858.2	A0A1D8PP04	
XP_721855.2	A0A1D8PP09	
XP_721854.2	A0A1D8PP07	
XP_721848.2	A0A1D8PNZ8	
XP_721849.1	A0A1D8PNZ6	
XP_721847.1	Q5AK82	
XP_019330978.1	A0A1D8PP03	
XP_721842.1	Q5AK88	
XP_019330977.1	A0A1D8PNY2	
XP_721839.2	A0A1D8PNY1	
XP_721838.2	A0A1D8PNY3	
XP_721835.2	A0A1D8PNY9	
XP_721834.2	A0A1D8PNZ2	
XP_721832.1	Q5AK98	
XP_721831.1	A0A1D8PNX1	
XP_721830.1	A0A1D8PNX4	
XP_019330975.1	A0A1D8PNY0	
XP_721829.1	Q5AKA2	
XP_721826.2	A0A1D8PNX6	
XP_721824.2	A0A1D8PNX8	
XP_721812.2	A0A1D8PNW3	
XP_721811.1	A0A1D8PNW6	
XP_721809.1	Q5AKC2	
XP_721808.1	Q5AKC3	
XP_721806.2	A0A1D8PNV3	
XP_710666.2	A0A1D8PNV5	
XP_710668.2	A0A1D8PNU6	
XP_710950.2	A0A1D8PNU7	
XP_710953.1	A0A1D8PNU5	
XP_710954.2	A0A1D8PNU8	
XP_710955.1	Q59MK8	
XP_710956.2	A0A1D8PNU9	
XP_710957.2	A0A1D8PNU2	
XP_710958.2	A0A1D8PNT7	
XP_710959.1	Q59MK3	
XP_711157.1	Q59N83	
XP_711158.2	A0A1D8PNT1	
XP_711159.1	Q59N81	
XP_711161.1	Q59N79	
XP_711162.2	A0A1D8PNT8	
XP_711163.2	A0A1D8PNT2	
XP_711165.2	A0A1D8PNS4	
XP_711168.1	Q59N72	
XP_711169.1	A0A1D8PNS1	
XP_711173.1	A0A1D8PNS9	
XP_711174.2	A0A1D8PNS2	
XP_711176.1	Q59N64	
XP_711428.2	P0CU37	
XP_711434.2	P0CU37	
XP_711433.1	A0A1D8PNT5	
XP_711431.1	A0A1D8PNQ3	
XP_711430.2	A0A1D8PNQ4	
XP_711427.1	A0A1D8PNR0	
XP_711419.1	A0A1D8PNP8	
XP_711417.2	A0A1D8PNP6	
XP_711415.1	A0A1D8PNQ2	
XP_711414.1	A0A1D8PNQ5	
XP_711413.1	A0A1D8PNQ7	
XP_711411.1	A0A1D8PNP4	
XP_711407.2	A0A1D8PNP7	
XP_712020.1	Q59QT6	
XP_019330970.1	A0A1D8PNN4	
XP_712021.1	Q59QT5	
XP_712022.1	Q59QT4	
XP_712025.1	Q59QT1	
XP_712032.2	A0A1D8PNM5	
XP_019330968.1	A0A1D8PNP0	
XP_712035.2	A0A1D8PNM6	
XP_712039.2	A0A1D8PNL6	
XP_720654.2	A0A1D8PNL5	
XP_720652.2	A0A1D8PNM0	
XP_720651.2	A0A1D8PNM2	
XP_720646.2	A0A1D8PNM1	
XP_019330967.1	A0A1D8PNM3	
XP_720645.1	Q5AG39	
XP_720637.1	A0A1D8PNK5	
XP_720635.1	A0A1D8PNM4	
XP_720631.2	A0A1D8PNK4	
XP_720630.1	Q5AG55	
XP_720623.2	A0A1D8PNJ2	
XP_720614.2	A0A1D8PNJ4	
XP_720612.1	Q5AG74	
XP_720608.2	A0A1D8PNK6	
XP_720602.1	Q5AG85	
XP_720595.2	A0A1D8PNH7	
XP_720594.2	A0A1D8PNJ8	
XP_720591.1	Q5AG96	
XP_720588.1	A0A1D8PNH5	
XP_720586.1	Q5AGA2	
XP_720581.2	A0A1D8PNG7	
XP_720579.1	Q5AGA8	
XP_720577.1	Q5AGB0	
XP_720572.1	Q5AGB5	
